Pearson Correlation,WOD,WOD retained,ID OOD Mult,ID OOD Raw Mult,ID OOD Distance,Percent OOD drop,Percentage OOD retained,ID Dataset,DNN Arch.,Stem,SPR,CNN vs ViT,Aug. Strength,Resolution,OOD Dataset,Param. Count,ID Dataset Size,ID Class Count,OverParam. Level,Depth,ID Accuracy
0.63,1.09,0.207,0.085,0.094,0.780,60.84,39.16,Imagenet-100,VGGm-17,3,0.5,CNN,2,64,Aircrafts,20.08,126689,100,158.49837,17,76.88
0.79,0.5,0.803,0.353,0.365,0.900,33.43,66.57,Imagenet-100,VGGm-17,3,0.5,CNN,2,64,Flowers,20.08,126689,100,158.49837,17,76.88
0.86,0.58,0.717,0.314,0.326,0.880,23.48,76.52,Imagenet-100,VGGm-17,3,0.5,CNN,2,64,CIFAR100,20.08,126689,100,158.49837,17,76.88
0.98,0.28,1.025,0.439,0.466,0.980,7.07,92.93,Imagenet-100,VGGm-17,3,0.5,CNN,2,64,Pets,20.08,126689,100,158.49837,17,76.88
0.95,0,1.390,0.548,0.632,1.130,3.59,96.41,Imagenet-100,VGGm-17,3,0.5,CNN,2,64,STL,20.08,126689,100,158.49837,17,76.88
0.91,0.34,1.000,0.396,0.413,0.930,15.54,84.46,Imagenet-100,VGGm-17,3,0.5,CNN,0,128,NINCO,20.08,126689,100,158.49837,17,74.46
0.93,1.03,0.310,0.122,0.128,0.760,27.87,72.13,Imagenet-100,VGGm-17,3,0.5,CNN,0,128,ImageNet-R,20.08,126689,100,158.49837,17,74.46
0.80,1.05,0.296,0.117,0.122,0.760,42.65,57.35,Imagenet-100,VGGm-17,3,0.5,CNN,0,128,CUB,20.08,126689,100,158.49837,17,74.46
0.69,1.16,0.186,0.068,0.077,0.750,68.06,31.94,Imagenet-100,VGGm-17,3,0.5,CNN,0,128,Aircrafts,20.08,126689,100,158.49837,17,74.46
0.71,0.78,0.566,0.223,0.234,0.810,53.49,46.51,Imagenet-100,VGGm-17,3,0.5,CNN,0,128,Flowers,20.08,126689,100,158.49837,17,74.46
0.87,0.69,0.653,0.259,0.270,0.830,23.49,76.51,Imagenet-100,VGGm-17,3,0.5,CNN,0,128,CIFAR100,20.08,126689,100,158.49837,17,74.46
0.98,0.34,0.999,0.387,0.412,0.930,10.52,89.48,Imagenet-100,VGGm-17,3,0.5,CNN,0,128,Pets,20.08,126689,100,158.49837,17,74.46
0.95,0,1.382,0.489,0.571,1.070,6.51,93.49,Imagenet-100,VGGm-17,3,0.5,CNN,0,128,STL,20.08,126689,100,158.49837,17,74.46
0.93,0.26,0.940,0.527,0.547,1.060,8.33,91.67,Imagenet-100,VGGm-17,3,0.5,CNN,2,128,NINCO,20.08,126689,100,158.49837,17,83.48
0.95,0.91,0.291,0.163,0.169,0.860,23.90,76.1,Imagenet-100,VGGm-17,3,0.5,CNN,2,128,ImageNet-R,20.08,126689,100,158.49837,17,83.48
0.91,0.82,0.373,0.210,0.217,0.870,27.80,72.2,Imagenet-100,VGGm-17,3,0.5,CNN,2,128,CUB,20.08,126689,100,158.49837,17,83.48
0.77,0.96,0.238,0.129,0.139,0.850,44.87,55.13,Imagenet-100,VGGm-17,3,0.5,CNN,2,128,Aircrafts,20.08,126689,100,158.49837,17,83.48
0.86,0.42,0.779,0.440,0.453,1.000,27.20,72.8,Imagenet-100,VGGm-17,3,0.5,CNN,2,128,Flowers,20.08,126689,100,158.49837,17,83.48
0.93,0.51,0.684,0.385,0.398,0.960,12.75,87.25,Imagenet-100,VGGm-17,3,0.5,CNN,2,128,CIFAR100,20.08,126689,100,158.49837,17,83.48
0.99,0.23,0.972,0.536,0.565,1.070,3.35,96.65,Imagenet-100,VGGm-17,3,0.5,CNN,2,128,Pets,20.08,126689,100,158.49837,17,83.48
0.95,0,1.204,0.609,0.700,1.180,3.43,96.57,Imagenet-100,VGGm-17,3,0.5,CNN,2,128,STL,20.08,126689,100,158.49837,17,83.48
0.60,0.21,1.905,0.190,0.202,0.640,24.96,75.04,Imagenet-100,ViT-T+,8,1,Transformer,0,64,NINCO,8.39,126689,100,66.22516556,18,47.34
0.58,1.78,0.331,0.032,0.035,0.480,48.91,51.09,Imagenet-100,ViT-T+,8,1,Transformer,0,64,ImageNet-R,8.39,126689,100,66.22516556,18,47.34
0.39,1.69,0.419,0.041,0.044,0.480,68.17,31.83,Imagenet-100,ViT-T+,8,1,Transformer,0,64,CUB,8.39,126689,100,66.22516556,18,47.34
0.34,1.89,0.222,0.019,0.024,0.480,65.42,34.58,Imagenet-100,ViT-T+,8,1,Transformer,0,64,Aircrafts,8.39,126689,100,66.22516556,18,47.34
0.24,1.46,0.647,0.063,0.069,0.500,71.70,28.3,Imagenet-100,ViT-T+,8,1,Transformer,0,64,Flowers,8.39,126689,100,66.22516556,18,47.34
0.55,0.83,1.287,0.129,0.137,0.550,31.97,68.03,Imagenet-100,ViT-T+,8,1,Transformer,0,64,CIFAR100,8.39,126689,100,66.22516556,18,47.34
0.80,1.03,1.081,0.100,0.115,0.530,37.44,62.56,Imagenet-100,ViT-T+,8,1,Transformer,0,64,Pets,8.39,126689,100,66.22516556,18,47.34
0.77,0,2.497,0.213,0.265,0.730,17.69,82.31,Imagenet-100,ViT-T+,8,1,Transformer,0,64,STL,8.39,126689,100,66.22516556,18,47.34
0.93,0,1.952,0.339,0.354,0.840,2.65,97.35,Imagenet-100,ViT-T+,8,1,Transformer,2,64,NINCO,8.39,126689,100,66.22516556,18,56.58
0.97,1.24,0.526,0.091,0.095,0.590,12.84,87.16,Imagenet-100,ViT-T+,8,1,Transformer,2,64,ImageNet-R,8.39,126689,100,66.22516556,18,56.58
0.98,0.73,1.034,0.181,0.187,0.660,10.50,89.5,Imagenet-100,ViT-T+,8,1,Transformer,2,64,CUB,8.39,126689,100,66.22516556,18,56.58
0.96,1.33,0.440,0.073,0.080,0.580,16.67,83.33,Imagenet-100,ViT-T+,8,1,Transformer,2,64,Aircrafts,8.39,126689,100,66.22516556,18,56.58
0.96,0.09,1.678,0.293,0.304,0.780,10.75,89.25,Imagenet-100,ViT-T+,8,1,Transformer,2,64,Flowers,8.39,126689,100,66.22516556,18,56.58
0.98,0.24,1.532,0.267,0.277,0.750,2.95,97.05,Imagenet-100,ViT-T+,8,1,Transformer,2,64,CIFAR100,8.39,126689,100,66.22516556,18,56.58
0.99,0.3,1.469,0.246,0.266,0.740,2.60,97.4,Imagenet-100,ViT-T+,8,1,Transformer,2,64,Pets,8.39,126689,100,66.22516556,18,56.58
0.99,0,2.350,0.363,0.426,0.940,0.66,99.34,Imagenet-100,ViT-T+,8,1,Transformer,2,64,STL,8.39,126689,100,66.22516556,18,56.58
0.67,0.34,1.413,0.247,0.260,0.730,27.20,72.8,Imagenet-100,ViT-T+,8,1,Transformer,0,128,NINCO,8.39,126689,100,66.22516556,18,56.9
0.58,1.48,0.282,0.048,0.052,0.580,46.11,53.89,Imagenet-100,ViT-T+,8,1,Transformer,0,128,ImageNet-R,8.39,126689,100,66.22516556,18,56.9
0.50,1.38,0.382,0.066,0.070,0.580,64.55,35.45,Imagenet-100,ViT-T+,8,1,Transformer,0,128,CUB,8.39,126689,100,66.22516556,18,56.9
0.46,1.56,0.201,0.031,0.037,0.570,64.07,35.93,Imagenet-100,ViT-T+,8,1,Transformer,0,128,Aircrafts,8.39,126689,100,66.22516556,18,56.9
0.42,1.14,0.615,0.106,0.113,0.600,65.77,34.23,Imagenet-100,ViT-T+,8,1,Transformer,0,128,Flowers,8.39,126689,100,66.22516556,18,56.9
0.60,0.8,0.957,0.168,0.176,0.650,29.44,70.56,Imagenet-100,ViT-T+,8,1,Transformer,0,128,CIFAR100,8.39,126689,100,66.22516556,18,56.9
0.80,0.83,0.924,0.152,0.170,0.640,36.09,63.91,Imagenet-100,ViT-T+,8,1,Transformer,0,128,Pets,8.39,126689,100,66.22516556,18,56.9
0.80,0,1.878,0.284,0.346,0.830,16.48,83.52,Imagenet-100,ViT-T+,8,1,Transformer,0,128,STL,8.39,126689,100,66.22516556,18,56.9
0.96,0,1.588,0.444,0.461,0.960,1.68,98.32,Imagenet-100,ViT-T+,8,1,Transformer,2,128,NINCO,8.39,126689,100,66.22516556,18,66.22
0.98,1.09,0.424,0.118,0.123,0.690,8.75,91.25,Imagenet-100,ViT-T+,8,1,Transformer,2,128,ImageNet-R,8.39,126689,100,66.22516556,18,66.22
0.98,0.66,0.854,0.241,0.248,0.760,11.11,88.89,Imagenet-100,ViT-T+,8,1,Transformer,2,128,CUB,8.39,126689,100,66.22516556,18,66.22
0.98,1.11,0.404,0.109,0.117,0.690,10.32,89.68,Imagenet-100,ViT-T+,8,1,Transformer,2,128,Aircrafts,8.39,126689,100,66.22516556,18,66.22
0.97,0.07,1.440,0.405,0.418,0.910,8.26,91.74,Imagenet-100,ViT-T+,8,1,Transformer,2,128,Flowers,8.39,126689,100,66.22516556,18,66.22
0.95,0.41,1.096,0.307,0.318,0.820,4.51,95.49,Imagenet-100,ViT-T+,8,1,Transformer,2,128,CIFAR100,8.39,126689,100,66.22516556,18,66.22
0.99,0.22,1.285,0.350,0.373,0.870,1.71,98.29,Imagenet-100,ViT-T+,8,1,Transformer,2,128,Pets,8.39,126689,100,66.22516556,18,66.22
0.98,0,1.808,0.452,0.525,1.030,1.20,98.8,Imagenet-100,ViT-T+,8,1,Transformer,2,128,STL,8.39,126689,100,66.22516556,18,66.22
0.91,0.46,1.735,0.154,0.165,0.580,37.04,62.96,Imagenet-100,ResNet-18,7,0.25,CNN,0,64,NINCO,11.22,126689,100,88.56333225,18,45.64
0.86,1.75,0.443,0.039,0.042,0.470,53.48,46.52,Imagenet-100,ResNet-18,7,0.25,CNN,0,64,ImageNet-R,11.22,126689,100,88.56333225,18,45.64
0.81,1.76,0.435,0.038,0.041,0.470,68.69,31.31,Imagenet-100,ResNet-18,7,0.25,CNN,0,64,CUB,11.22,126689,100,88.56333225,18,45.64
0.82,1.71,0.478,0.040,0.045,0.470,63.76,36.24,Imagenet-100,ResNet-18,7,0.25,CNN,0,64,Aircrafts,11.22,126689,100,88.56333225,18,45.64
0.78,1.43,0.762,0.067,0.072,0.480,68.79,31.21,Imagenet-100,ResNet-18,7,0.25,CNN,0,64,Flowers,11.22,126689,100,88.56333225,18,45.64
0.84,0.96,1.228,0.110,0.117,0.520,46.91,53.09,Imagenet-100,ResNet-18,7,0.25,CNN,0,64,CIFAR100,11.22,126689,100,88.56333225,18,45.64
0.93,0.91,1.282,0.107,0.122,0.530,33.11,66.89,Imagenet-100,ResNet-18,7,0.25,CNN,0,64,Pets,11.22,126689,100,88.56333225,18,45.64
0.97,0,2.910,0.226,0.277,0.760,16.21,83.79,Imagenet-100,ResNet-18,7,0.25,CNN,0,64,STL,11.22,126689,100,88.56333225,18,45.64
0.97,0.11,1.392,0.391,0.408,0.900,9.18,90.82,Imagenet-100,ResNet-18,7,0.25,CNN,2,64,NINCO,11.22,126689,100,88.56333225,18,66.42
0.96,1.05,0.451,0.127,0.132,0.690,25.25,74.75,Imagenet-100,ResNet-18,7,0.25,CNN,2,64,ImageNet-R,11.22,126689,100,88.56333225,18,66.42
0.95,0.92,0.586,0.166,0.172,0.710,32.02,67.98,Imagenet-100,ResNet-18,7,0.25,CNN,2,64,CUB,11.22,126689,100,88.56333225,18,66.42
0.92,1.12,0.384,0.104,0.113,0.690,38.05,61.95,Imagenet-100,ResNet-18,7,0.25,CNN,2,64,Aircrafts,11.22,126689,100,88.56333225,18,66.42
0.95,0.44,1.069,0.302,0.313,0.810,28.53,71.47,Imagenet-100,ResNet-18,7,0.25,CNN,2,64,Flowers,11.22,126689,100,88.56333225,18,66.42
0.94,0.46,1.043,0.294,0.306,0.810,21.19,78.81,Imagenet-100,ResNet-18,7,0.25,CNN,2,64,CIFAR100,11.22,126689,100,88.56333225,18,66.42
0.98,0.25,1.258,0.345,0.369,0.870,3.78,96.22,Imagenet-100,ResNet-18,7,0.25,CNN,2,64,Pets,11.22,126689,100,88.56333225,18,66.42
0.98,0,1.780,0.448,0.522,1.030,3.72,96.28,Imagenet-100,ResNet-18,7,0.25,CNN,2,64,STL,11.22,126689,100,88.56333225,18,66.42
0.97,0.23,1.461,0.287,0.302,0.780,18.03,81.97,Imagenet-100,ResNet-18,7,0.25,CNN,0,128,NINCO,11.22,126689,100,88.56333225,18,59.1
0.96,1.19,0.502,0.099,0.104,0.620,28.09,71.91,Imagenet-100,ResNet-18,7,0.25,CNN,0,128,ImageNet-R,11.22,126689,100,88.56333225,18,59.1
0.94,1.13,0.565,0.112,0.117,0.620,35.11,64.89,Imagenet-100,ResNet-18,7,0.25,CNN,0,128,CUB,11.22,126689,100,88.56333225,18,59.1
0.91,1.17,0.517,0.099,0.107,0.620,38.76,61.24,Imagenet-100,ResNet-18,7,0.25,CNN,0,128,Aircrafts,11.22,126689,100,88.56333225,18,59.1
0.94,0.66,1.030,0.203,0.213,0.690,36.28,63.72,Imagenet-100,ResNet-18,7,0.25,CNN,0,128,Flowers,11.22,126689,100,88.56333225,18,59.1
0.96,0.61,1.079,0.213,0.223,0.700,23.25,76.75,Imagenet-100,ResNet-18,7,0.25,CNN,0,128,CIFAR100,11.22,126689,100,88.56333225,18,59.1
0.97,0.36,1.331,0.254,0.275,0.750,11.83,88.17,Imagenet-100,ResNet-18,7,0.25,CNN,0,128,Pets,11.22,126689,100,88.56333225,18,59.1
0.99,0,2.079,0.364,0.429,0.940,6.03,93.97,Imagenet-100,ResNet-18,7,0.25,CNN,0,128,STL,11.22,126689,100,88.56333225,18,59.1
0.98,0.15,1.140,0.516,0.535,1.040,5.81,94.19,Imagenet-100,ResNet-18,7,0.25,CNN,2,128,NINCO,11.22,126689,100,88.56333225,18,77.72
0.98,0.86,0.424,0.193,0.199,0.820,15.65,84.35,Imagenet-100,ResNet-18,7,0.25,CNN,2,128,ImageNet-R,11.22,126689,100,88.56333225,18,77.72
0.97,0.74,0.546,0.249,0.256,0.840,20.17,79.83,Imagenet-100,ResNet-18,7,0.25,CNN,2,128,CUB,11.22,126689,100,88.56333225,18,77.72
0.95,0.93,0.355,0.157,0.167,0.810,28.28,71.72,Imagenet-100,ResNet-18,7,0.25,CNN,2,128,Aircrafts,11.22,126689,100,88.56333225,18,77.72
0.98,0.3,0.987,0.450,0.463,0.980,12.89,87.11,Imagenet-100,ResNet-18,7,0.25,CNN,2,128,Flowers,11.22,126689,100,88.56333225,18,77.72
0.98,0.37,0.914,0.416,0.429,0.950,8.23,91.77,Imagenet-100,ResNet-18,7,0.25,CNN,2,128,CIFAR100,11.22,126689,100,88.56333225,18,77.72
0.98,0.19,1.093,0.486,0.513,1.020,4.50,95.5,Imagenet-100,ResNet-18,7,0.25,CNN,2,128,Pets,11.22,126689,100,88.56333225,18,77.72
0.99,0,1.386,0.566,0.651,1.140,2.25,97.75,Imagenet-100,ResNet-18,7,0.25,CNN,2,128,STL,11.22,126689,100,88.56333225,18,77.72
0.95,0,6.044,0.090,0.090,0.450,16.82,83.18,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,NINCO,9.46,10000,100,946,11,24.88
0.85,2.64,1.384,0.020,0.020,0.260,30.16,69.84,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,ImageNet-R,9.46,10000,100,946,11,24.88
0.91,1.85,2.166,0.030,0.030,0.280,34.54,65.46,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CUB,9.46,10000,100,946,11,24.88
0.89,2.15,1.871,0.030,0.030,0.270,42.98,57.02,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Aircrafts,9.46,10000,100,946,11,24.88
0.87,0,4.641,0.070,0.070,0.380,34.60,65.4,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Flowers,9.46,10000,100,946,11,24.88
0.90,0,5.090,0.070,0.080,0.400,27.04,72.96,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CIFAR100,9.46,10000,100,946,11,24.88
0.99,0.5,3.518,0.050,0.050,0.330,13.34,86.66,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Pets,9.46,10000,100,946,11,24.88
0.97,0,9.283,0.110,0.140,0.630,8.43,91.57,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,STL,9.46,10000,100,946,11,24.88
0.94,0,4.122,0.150,0.160,0.590,7.43,92.57,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,NINCO,9.46,10000,100,946,11,34.02
0.79,2.08,0.857,0.030,0.030,0.350,27.08,72.92,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,ImageNet-R,9.46,10000,100,946,11,34.02
0.95,1.08,1.855,0.070,0.070,0.400,13.49,86.51,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CUB,9.46,10000,100,946,11,34.02
0.73,1.95,0.985,0.030,0.040,0.360,36.45,63.55,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Aircrafts,9.46,10000,100,946,11,34.02
0.94,0,3.770,0.140,0.150,0.550,10.28,89.72,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Flowers,9.46,10000,100,946,11,34.02
0.88,0,3.340,0.120,0.130,0.510,16.48,83.52,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CIFAR100,9.46,10000,100,946,11,34.02
0.98,0.13,2.805,0.100,0.110,0.470,4.11,95.89,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Pets,9.46,10000,100,946,11,34.02
0.96,0,5.683,0.180,0.220,0.740,3.59,96.41,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,STL,9.46,10000,100,946,11,34.02
0.91,0,3.815,0.110,0.120,0.500,21.51,78.49,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,NINCO,9.46,20000,100,473,11,31.88
0.88,2.15,0.990,0.030,0.030,0.330,31.67,68.33,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,ImageNet-R,9.46,20000,100,473,11,31.88
0.79,2.02,1.121,0.030,0.040,0.340,48.96,51.04,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CUB,9.46,20000,100,473,11,31.88
0.86,2.01,1.122,0.030,0.040,0.340,46.25,53.75,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Aircrafts,9.46,20000,100,473,11,31.88
0.83,0.26,2.875,0.090,0.090,0.430,35.50,64.5,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Flowers,9.46,20000,100,473,11,31.88
0.89,0,3.242,0.100,0.110,0.460,27.58,72.42,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CIFAR100,9.46,20000,100,473,11,31.88
0.95,0.69,2.443,0.070,0.080,0.400,21.13,78.87,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Pets,9.46,20000,100,473,11,31.88
0.96,0,5.923,0.160,0.190,0.680,9.64,90.36,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,STL,9.46,20000,100,473,11,31.88
0.95,0,2.685,0.210,0.220,0.670,12.23,87.77,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,NINCO,9.46,20000,100,473,11,43.7
0.86,1.68,0.607,0.050,0.050,0.450,29.84,70.16,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,ImageNet-R,9.46,20000,100,473,11,43.7
0.91,1.23,1.062,0.080,0.090,0.480,29.05,70.95,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CUB,9.46,20000,100,473,11,43.7
0.67,1.73,0.561,0.040,0.050,0.450,47.11,52.89,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Aircrafts,9.46,20000,100,473,11,43.7
0.86,0.07,2.218,0.180,0.190,0.610,22.99,77.01,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Flowers,9.46,20000,100,473,11,43.7
0.90,0.06,2.231,0.180,0.190,0.610,18.73,81.27,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CIFAR100,9.46,20000,100,473,11,43.7
0.98,0.27,2.018,0.150,0.170,0.580,4.78,95.22,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Pets,9.46,20000,100,473,11,43.7
0.95,0,3.582,0.250,0.300,0.810,4.57,95.43,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,STL,9.46,20000,100,473,11,43.7
0.92,0,2.382,0.180,0.200,0.630,19.08,80.92,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,NINCO,9.46,50000,100,189.2,11,43.5
0.90,1.63,0.674,0.050,0.060,0.450,27.28,72.72,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,ImageNet-R,9.46,50000,100,189.2,11,43.5
0.82,1.53,0.772,0.060,0.060,0.460,44.56,55.44,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CUB,9.46,50000,100,189.2,11,43.5
0.80,1.65,0.653,0.050,0.050,0.450,51.24,48.76,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Aircrafts,9.46,50000,100,189.2,11,43.5
0.84,0.5,1.803,0.140,0.150,0.550,37.97,62.03,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Flowers,9.46,50000,100,189.2,11,43.5
0.92,0.11,2.185,0.170,0.180,0.600,18.51,81.49,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CIFAR100,9.46,50000,100,189.2,11,43.5
0.97,0.55,1.749,0.130,0.140,0.550,13.22,86.78,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Pets,9.46,50000,100,189.2,11,43.5
0.96,0,3.527,0.240,0.290,0.800,6.56,93.44,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,STL,9.46,50000,100,189.2,11,43.5
0.95,0,1.827,0.310,0.330,0.810,8.66,91.34,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,NINCO,9.46,50000,100,189.2,11,56.5
0.93,1.25,0.519,0.090,0.090,0.590,18.99,81.01,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,ImageNet-R,9.46,50000,100,189.2,11,56.5
0.93,1,0.775,0.130,0.140,0.620,23.33,76.67,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CUB,9.46,50000,100,189.2,11,56.5
0.72,1.37,0.399,0.070,0.070,0.580,46.74,53.26,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Aircrafts,9.46,50000,100,189.2,11,56.5
0.92,0.07,1.701,0.300,0.310,0.780,15.42,84.58,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Flowers,9.46,50000,100,189.2,11,56.5
0.92,0.22,1.554,0.270,0.280,0.750,12.69,87.31,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CIFAR100,9.46,50000,100,189.2,11,56.5
0.99,0.22,1.555,0.260,0.280,0.750,3.50,96.5,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Pets,9.46,50000,100,189.2,11,56.5
0.95,0,2.308,0.350,0.420,0.930,3.68,96.32,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,STL,9.46,50000,100,189.2,11,56.5
0.94,0,2.240,0.200,0.210,0.660,17.61,82.39,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,NINCO,9.46,70000,100,135.14,11,45.78
0.92,1.53,0.652,0.060,0.060,0.480,30.27,69.73,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,ImageNet-R,9.46,70000,100,135.14,11,45.78
0.79,1.54,0.646,0.060,0.060,0.480,49.87,50.13,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CUB,9.46,70000,100,135.14,11,45.78
0.80,1.59,0.590,0.050,0.060,0.470,54.37,45.63,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Aircrafts,9.46,70000,100,135.14,11,45.78
0.81,0.64,1.544,0.140,0.150,0.560,42.61,57.39,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Flowers,9.46,70000,100,135.14,11,45.78
0.93,0.17,2.013,0.180,0.190,0.620,18.72,81.28,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CIFAR100,9.46,70000,100,135.14,11,45.78
0.97,0.45,1.730,0.150,0.170,0.580,13.36,86.64,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Pets,9.46,70000,100,135.14,11,45.78
0.96,0,3.212,0.260,0.310,0.810,8.01,91.99,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,STL,9.46,70000,100,135.14,11,45.78
0.97,0,1.695,0.350,0.370,0.860,7.82,92.18,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,NINCO,9.46,70000,100,135.14,11,60.06
0.95,1.16,0.502,0.100,0.110,0.630,16.65,83.35,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,ImageNet-R,9.46,70000,100,135.14,11,60.06
0.93,0.95,0.719,0.150,0.160,0.650,22.66,77.34,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CUB,9.46,70000,100,135.14,11,60.06
0.74,1.28,0.384,0.080,0.080,0.620,46.90,53.1,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Aircrafts,9.46,70000,100,135.14,11,60.06
0.93,0.15,1.514,0.320,0.330,0.810,18.69,81.31,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Flowers,9.46,70000,100,135.14,11,60.06
0.93,0.23,1.432,0.300,0.310,0.790,12.25,87.75,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CIFAR100,9.46,70000,100,135.14,11,60.06
0.98,0.27,1.396,0.280,0.300,0.780,2.89,97.11,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Pets,9.46,70000,100,135.14,11,60.06
0.96,0,2.108,0.390,0.460,0.970,2.27,97.73,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,STL,9.46,70000,100,135.14,11,60.06
0.34,0.12,0.024,0.060,0.080,0.720,73.22,26.78,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,NINCO,9.46,10000,10,946,11,70.8
0.29,0.14,0.006,0.010,0.020,0.710,76.10,23.9,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,ImageNet-R,9.46,10000,10,946,11,70.8
0.40,0.13,0.007,0.020,0.020,0.710,83.01,16.99,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CUB,9.46,10000,10,946,11,70.8
0.42,0.14,0.005,0.010,0.020,0.710,87.13,12.87,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Aircrafts,9.46,10000,10,946,11,70.8
0.34,0.12,0.017,0.050,0.060,0.710,80.71,19.29,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Flowers,9.46,10000,10,946,11,70.8
0.41,0.12,0.023,0.060,0.080,0.720,72.87,27.13,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CIFAR100,9.46,10000,10,946,11,70.8
0.39,0.13,0.013,0.020,0.040,0.710,73.68,26.32,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Pets,9.46,10000,10,946,11,70.8
0.27,0.09,0.047,0.080,0.170,0.750,60.75,39.25,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,STL,9.46,10000,10,946,11,70.8
0.62,0.09,0.041,0.140,0.180,0.790,54.44,45.56,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,NINCO,9.46,10000,10,946,11,75.4
0.37,0.13,0.007,0.020,0.030,0.760,71.81,28.19,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,ImageNet-R,9.46,10000,10,946,11,75.4
0.54,0.12,0.012,0.040,0.050,0.760,72.03,27.97,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CUB,9.46,10000,10,946,11,75.4
0.43,0.13,0.006,0.020,0.030,0.750,80.26,19.74,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Aircrafts,9.46,10000,10,946,11,75.4
0.47,0.1,0.032,0.110,0.140,0.780,64.48,35.52,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Flowers,9.46,10000,10,946,11,75.4
